query,result_count
卷鬚,31800
卸任,100000000
卸套,18900000
卸磨殺驢,531000
卸職,26100
卸肩兒,17
卸載,6540000
卹,2180000
卻倒,6900000
卻才,13400000
卼,1150000
卽,26900000
卿卿我我,33400000
厂字旁,9420000
厄,100000000
厄什塔,6950
厄利垂亞,26900
厄勒布魯,7520
厄勒海峽,95800
厄爾尼諾,34500
厄爾尼諾現象,823000
厄瓜多爾,363000
厎,3510000
厓,12200000
厖,3620000
厗,856000
厘,100000000
厚嘴啄花鳥,46
厚嘴綠鳩,83
厚嘴葦鶯,52
厚報,10100000
厚實,1670000
厚底鞋,19800000
厚度,100000000
厚待,27300000
厚德載物,4760000
厚望,100000000
厚朴,83600000
厚此薄彼,25000000
厚死薄生,25500
厚生勞動省,776000
厚生相,2860000
厚生省,6570000
厚禮,9450000
厚積薄發,6940000
厚臉皮,2410000
厚薄,100000000
厚薄規,54600
厚誼,130000
厚道,100000000
厚重,100000000
厚顏,4970000
厚顏無恥,1880000
厚養薄葬,229000
厜,1570000
厝,96400000
厝火積薪,340000
厞,905000
原,100000000
原人,100000000
原件,100000000
原位,100000000
原住民,100000000
原住民族,33000000
原作,100000000
原作版,45600000
原來,41100000
原先,100000000
原典版,3140000
原函數,16700000
原初,49900000
原則,29800000
原則上,14700000
原則性,27500000
原創,36800000
原創性,22500000
原原本本,50100000
原名,100000000
原因,100000000
原地踏步,81500000
原始林,6940000
原始熱帶雨林,2380000
原始碼,100000000
原委,86700000
原子反應堆,2420000
原子堆,19500000
原子序數,2520000
原子武器,55500000
原子爆彈,8310000
原子爆破彈藥,44700
原子科學家通報,21200000
原子筆,2720000
原子能,99600000
原子論,2030000
原子質量,12700000
原子量,33600000
原封不動,1590000
原州,23500000
原州區,29000
原平,100000000
原故,18000000
原文,100000000
原有,100000000
原本,100000000
原材料,100000000
原核,61200000
原核生物,100000000
原核細胞型微生物,14000000
原水,100000000
原汁,100000000
原爆,1840000
原物料,91300000
原班人馬,3850000
原生,100000000
原生橄欖油,409000
原生生物,22600000
原生質,50700
原產,100000000
原產地,28900000
原田,27200000
原由,94300000
原發性進行性失語,35200
原籍,100000000
原腎管,200000
原蘇聯,11900000
原處,54200000
原諒色,4720000
原貌,64900000
原野,100000000
原陽,139000
原鴿,15400000
原點矩,299000
厭棄,178000
厭氧菌,3720000
厭煩,702000
厭薄,815000
厭酷球孢子菌,62100
厭食症,3770000
厮,100000000
厲,12700000
厲害,8190000
厲目而視,86
厲聲,544000
厲行節約,7020000
厲鬼,251000
厳,10400000
厴,496000
厶,36000000
厷,11200000
厹,1960000
厺,1280000
去,100000000
去世,100000000
去中心化,23300000
去你的,100000000
去光水,1240000
去其糟粕,4790000
去勢,180000
去取,100000000
去取之間,10400000
去向,100000000
去向不明,21700000
去回票,41300000
去國,100000000
去國外,35600000
去垢劑,721000
去年,100000000
去年底,11100000
去得,100000000
去掉,100000000
去根,30800000
去歲,66800000
去死,100000000
去氧麻黃鹼,58900
去火,95700000
去皮重,11000000
去程,48600000
去耦,10300000
去臺,58400000
去蕪存菁,249000
去處,3840000
去逝,19600000
參,32700000
參加,42800000
參加者,15000000
參卡爾,42
參天,654000
參宿,145000
參差,2380000
參悟,204000
參戰,974000
參照系,5000000
參考文獻,100000000
參考書,37800000
參考橢球體,249000
參考消息,37600000
參股,525000
參與者,25700000
參見,3800000
參謀,1260000
參謀總長,5340000
參議院,8230000
參賽,3400000
參贊,273000
參軍,2650000
參透,310000
參選率,1000000
參酌,443000
參量,80400
參閱,8170000
參院,21800000
參雜,287000
又,100000000
又一次,100000000
又及,7560000
又吵又鬧,4690000
又想當婊子又想立牌坊,5310000
又稱,46300000
又要馬兒好，又要馬兒不吃草,530000
又要馬兒跑，又要馬兒不吃草,331000
又雙叒叕,9610000
叉勺,24600000
叉子,100000000
叉尾太陽鳥,44700
叉架,13400000
叉燒,1410000
叉積,887000
叉簧,843000
叉腰,54100000
及其,100000000
及格,100000000
及格線,47600000
及物,99800000
友,100000000
友人,100000000
友好,100000000
友好區,6280
友好關係,24400000
友悌,1200000
友情,100000000
友愛,1020000
友盡,56000
友誼,7410000
友誼商店,747000
友誼地久天長,1880000
友誼天長地久,1970000
友誼峰,4650
友誼縣,6410
友誼萬歲,473000
友誼賽,7760000
友軍,336000
友邦,79800000
友邦保險公司,8860000
反,100000000
反串,52200000
反之,100000000
反之亦然,100000000
反人道罪,26100000
反作用,100000000
反例,47300000
反倒,100000000
反側,18100000
反傳算法,2160000
反傾銷,7070000
反光,100000000
反光鏡,10500000
反光面,23500000
反共,24600000
反其道而行之,3460000
反函數,15100000
反分裂法,17200000
反切,16500000
反動份子,159000
反口,8500000
反咬一口,28000000
反哺,100000000
反問,900000
反嘴,79400000
反嘴鷸,109000
反圍剿,2410000
反坦克,18000000
反坫,1010000
反基督,4110000
反壟斷法,13200000
反安慰劑,3630000
反客為主,94100000
反密碼子,745000
反射光,100000000
反射動作,4090000
反射區治療,2950000
反射星雲,165000
反射療法,1020000
反射面,37800000
反對,10400000
反對派,10100000
反導導彈,7250000
反導彈,18600000
反導系統,3720000
反差,100000000
反常,100000000
反式,55700000
反式脂肪酸,19200000
反復,4340000
反恐戰爭,5710000
反悔,100000000
反感,100000000
反應堆燃料元件,461000
反應堆芯,1540000
反應式,40800000
反戰,51800000
反戰抗議,501000
反手,100000000
反抗者,13000000
反接,35300000
反撲,340000
反攻,100000000
反政府,100000000
反散射,5190000
反斜線,1270000
反日,17100000
反映論,13000000
反核,3810000
反比,100000000
反水,66200000
反求諸己,604000
反污,72900000
反派,100000000
反滲透法,8360000
反潛,119000
反照率,3490000
反猶太主義,274000
反目成仇,68700000
反社會行為,6890000
反粒子,3360000
反美,23100000
反義字,2580000
反義詞,1900000
反習,19600000
反而,100000000
反聖嬰,163000
反聘,50800000
反胃,100000000
反腐,100000000
反腐倡廉,100000000
反腐敗,27000000
反臉無情,5430000
反興奮劑,3370000
反艦導彈,2820000
反艦艇,2090000
反艦艇巡航導彈,369000
反芻,246000
反芻動物,822000
反英,100000000
反英雄,14400000
反華,54800
反衝,43900
反衝力,248000
反袁,4300000
反袁運動,223000
反袁鬥爭,76800
反裘負芻,62700
反覆,68300000
反覆無常,1270000
反觀,13900000
反角,5760000
反訴,40000
反訴狀,364000
反詩,16000000
反詰問,145000
反話,81700
反語,151000
反語法,10300000
反誣,505000
反證,146000
反證法,1100000
反貪污,8280000
反赤道流,847000
反身,43700000
反身代詞,2690000
反躬自問,4770000
反鎖,191000
反間,155000
反間計,517000
反電子,42200000
反面人物,29300000
反駁,1590000
反骨,22500000
反高潮,1900000
叔,100000000
叔丈人,1220000
叔丈母,1370000
叔伯,27400000
叔叔,100000000
叔婆,914000
叔父,87000000
叔祖,17200000
叔祖母,931000
叕,93300000
取之不盡，用之不竭,676000
取保候審,32900000
取其精華,2180000
取其精華，去其糟粕,747000
取出,100000000
取巧,100000000
取得一致,100000000
取悅,967000
取景器,37300000
取模,29300000
取樣,1620000
取款機,7880000
取決,6120000
取現,72100000
取笑,100000000
取經,828000
取締,2400000
取走,64900000
取道,34800000
取關,174000
受,100000000
受僱,543000
受凍挨餓,90400
受刑人,9300000
受到,100000000
受取,100000000
受困,95200000
受夠,9700000
受孕,100000000
受害者,100000000
受審,257000
受寵,537000
受寵若驚,1040000
受封,100000000
受得了,100000000
受性,100000000
受惠,79200000
受戒,22200000
受持,25800000
受挫,100000000
受損,3200000
受支配,17300000
受教,84400000
受暑,33300000
受格,527000
受業,31100000
受權,210000
受歡迎,100000000
受氣,452000
受氣包,752000
受法律保護權,31300000
受洗,12700000
受洗命名,1010000
受浸,2050000
受涼,153000
受潮,100000000
受災,551000
受熱,689000
受理,100000000
受用,100000000
受病,100000000
受益,100000000
受益人,100000000
受益匪淺,4620000
受盡,646000
受看,100000000
受眾,717000
受知,100000000
受禪,425000
受禮,12000000
受窘,3710000
受窮,30400
受精囊,4150000
受約束,6500000
受累,100000000
受罪,100000000
受聽,13600000
受膏,2000000
受苦,100000000
受訓,653000
受託,3470000
受託人,357000
受訪,75200000
受賄,309000
受賞,3850000
受辱,84300000
受阻,100000000
受難,1020000
受難紀念,174000
受領者,843000
受體,493000
叛亂罪,427000
叛國,212000
叛徒,100000000
叛教,4450000
叛賣,15200000
叛逆,100000000
叟,100000000
叢,10000000
叢林鴉,28
叢臺,65600
叢臺區,19800
叢談,298000
口不應心,15500000
口不擇言,598000
口令,100000000
口供,76700000
口傳,25400000
口出狂言,32700000
口吃,100000000
口吸盤,1730000
口器,24000000
口射,100000000
口弦,3330000
口德,13600000
口才,100000000
口技表演者,3710000
口播,21100000
口條,111000
口水,100000000
口水戰,2480000
口水歌,10700000
口水雞,5400000
口沫,18900000
口活,14900000
口無擇言,116000
口白,14500000
口碑載道,171000
口福,100000000
口稱,22700000
口腔炎,25800000
口腹,100000000
口腹之慾,1670000
口臭,100000000
口舌,100000000
口若懸河,731000
口簧,389000
口簧琴,97000
口糧,294000
口紅,1560000
口絡,16800000
口罩,100000000
口腔,100000000
口蘑,31800000
口號,1480000
口蜜腹劍,711000
口袋,100000000
口袋妖怪,100000000
口角,100000000
口角戰,704000
口訣,1130000
口訥,28900
口試,485000
口誅筆伐,423000
口語,3020000
口語溝通,878000
口說無憑,182000
口譯,551000
口譯員,932000
口足目,245000
口蹄疫,22800000
口述,100000000
口鋒,10800000
口音,100000000
口頭,2440000
口頭禪,6210000
口頭語,1930000
口風,66500000
口風琴,1570000
口香糖,100000000
口鼻,100000000
口齒,532000
口齒不清,1150000
口齒伶俐,327000
口齒清楚,705000
口齒生香,124000
古,100000000
古丈,29900000
古丈縣,8700
古交,100000000
古交市,81200000
古人,100000000
古人類,14900000
古今,100000000
古今中外,100000000
古今小說,320000
古今韻會舉要,61500
古代,100000000
古代史,100000000
古來,984000
古傑拉爾,89
古傑拉特邦,74
古典,100000000
古典文學,32400000
古典派,29100000
古典語言,13800000
古典音樂,32800000
古冶,28300000
古冶區,2300000
古剎,334000
古北界,1310000
古史,78600000
古吉拉特,8650000
古吉拉特邦,5490000
古國,576000
古地磁,3000000
古坑,2070000
古坑鄉,137000
古城,100000000
古典樂,33500000
古城區,3590000
古堡,100000000
古塔,65900000
古塔區,11800
古墓,100000000
古墓葬群,21700000
古墓麗影,16800000
古奇,21500000
古字,100000000
古宅,45800000
古巴,100000000
古巴比倫,2380000
古希臘,26000000
古希臘語,22900000
古幣,66800
古往今來,11300000
古怪,100000000
古惑仔,98300000
古拉格,6150000
古文,100000000
古文字學,969000
古文明,94400000
古文觀止,2390000
古文運動,665000
古斯塔夫·多雷,342000
古斯塔夫·施特雷澤曼,4100
古新世,100000000
古新統,36500
古方,56000000
古早,60400000
古早味,6370000
古昔,5090000
古時,1440000
古時候,29000000
古晉,108000
古書,1990000
古板,77900000
古柯,7290000
古柯樹,22900
古柯鹼,38000
古根海姆,8720000
古根罕,214000
古根罕噴氣推進研究中心,4090
古樸,940000
古氣候學,287000
古波,7660000
古浪,32700000
古浪縣,29000
古爾班通古特沙漠,125000
古爾邦節,712000
古物,100000000
古特雷斯,22300000
古玩,100000000
古玩店,9420000
古琴,100000000
古生代,17400000
古生物,67800000
古生物學,2100000
古生物學家,1380000
古田,100000000
古田縣,65500
古登堡,6150000
古盜鳥,17500
古硯,27700
古稀,85600000
古箏,876000
古籍,100000000
古縣,506000
古縴道,786
古羅馬,19200000
古義,14100000
古老,100000000
古老肉,1700000
古脊椎動物學,360000
古舊,11900000
古色古香,100000000
古董,100000000
古董灘,5590
古藺,37300
古藺縣,27700
古蘭經,1540000
古裝,3590000
古裝劇,26500000
古訓,556000
古詩,3320000
古語,817000
古諺,729000
古諾,31800
古蹟,2710000
古道,100000000
古都,100000000
古里古怪,3590000
古銅色,3130000
古銅色卷尾,82
古雅典,6500000
古靈精怪,2480000
古音,38200000
古風,2940000
古馳,133000
古騰堡計劃,23000
古體詩,2920000
古魯,232000
古魯魯,5520
古龍,1070000
句,100000000
句句實話,3470000
句型,100000000
句子,100000000
句容,100000000
句容市,100000000
句式,100000000
句數,29200000
句法,100000000
句法分析,19700000
句法意識,307000
句群,5130000
句號,696000
句讀,100000000
句逗,100000000
句首,68300000
句驪河,9510
句點,57500000
另,100000000
另一,100000000
另冊,24000
另加,100000000
另外,100000000
另存為,61100000
另寄,606000
另有,100000000
另有企圖,696000
另當別論,337000
另眼相看,43600000
另行,100000000
另見,8870000
另請高明,304000
另謀高就,79800
另闢蹊徑,2880000
另類,5650000
叨,100000000
叨嘮,12700
叩拜,25800000
叩謁,319000
叩關,101000
叩頭,664000
只,100000000
只不過,21200000
只好,100000000
只怕,100000000
只欠東風,627000
只爭旦夕,91200
只知其一，不知其二,12100000
只管,100000000
只能,100000000
只要功夫深，鐵杵磨成針,413000
只見樹木不見森林,124000
只言片語,17500000
只許州官放火，不許百姓點燈,177000
叫,100000000
叫做,100000000
叫嚷,32900000
叫好,100000000
叫早,100000000
叫春,23400000
叫苦連天,1250000
叫賣,357000
叫車,82000000
叫醒,100000000
叫醒服務,1280000
叫雞,120000
召,100000000
召喚,7450000
召見,694000
召集,100000000
召集人,65300000
叭啦狗,2610000
叮叮,100000000
叮叮貓,153000
叮問,55600
叮噹,2980000
叮噹響,2700000
叮囑,702000
可不是,100000000
可供軍用,500000
可信度,22900000
可共患難,1390000
可加,100000000
可勁兒,1600000
可動,1840000
可卡因,24900000
可口,100000000
可可,100000000
可可托海,100000000
可可托海鎮,116000
可可米,306000
可吃,100000000
可喜,100000000
可嘆,265000
可圈可點,28900000
可塑性,100000000
可壓縮,15200000
可好,100000000
可容忍,13300000
可尊敬,15900000
可導,78700000
可就,100000000
可心如意,779000
可怪,94400000
可想而知,100000000
可憐見,258000
可持續發展,49700000
可擴展標記語言,1020000
可數集,1190000
可是,100000000
可有可無,100000000
可望,100000000
可望取勝者,422000
可望有成,14800000
可望而不可即,18400000
可望而不可及,20500000
可樂,9440000
可樂定,13700000
可欺,31400000
可歌可泣,91000000
可比,100000000
可氣,95000000
可汗,64200000
可決,62700000
可決率,16
可決票,829000
可溶,100000000
可溶性,100000000
可燃,100000000
可燃冰,18200000
可燃性,34600000
可畏,79700000
可疑,100000000
可疑分子,2020000
可看,100000000
可知,100000000
可知論,7220000
可磁化體,2360000
可移植,12100000
可移植性,13500000
可笑,100000000
可結合性,5620000
可編程,27000000
可耕地,34200000
可能,100000000
可能性,100000000
可蘭經,51500
可蠢,16000000
可行,100000000
可行性,100000000
可行性研究,86100000
可裂變,7540000
可裂變材料,312000
可見,18700000
可見光,11900000
可視化,1430000
可視電話,563000
可親,799000
可觀,52300000
可解,46200000
可言,100000000
可調,2460000
可謂,8050000
可讀音性,4160000
可變,1640000
可變滲透性模型,750000
可貴,2280000
可轉債,20000000
可轉換同位素,333000
可轉讓,24400000
可遇不可求,15800000
可選擇丟棄,100000000
可鄙,11600000
可采性,100000000
可靠,100000000
可靠性,100000000
可食,100000000
可體,100000000
台,100000000
台下,100000000
台伯河,2360000
台兒莊區,4490
台前,100000000
台前縣,6270
台北縣,5600000
台北金馬影展,916000
台南,100000000
台南縣,2540000
台妹,7070000
台山,100000000
台州,100000000
台巴子,2630000
台座,23800000
台東市,2940000
台江,100000000
台江區,31700
台江縣,10700
台灣,100000000
台灣海峽,4420000
台灣葉鼻蝠,8280
台股,3500000
台西,100000000
台西鄉,1920000
台語,1750000
叱吒,5230000
叱呵,1020000
史丹佛,1000000
史丹福大學,312000
史傳小說,4820000
史冊,548000
史前,100000000
史前石桌,224000
史奴比,803000
史威士,312000
史學家,674000
史官,51100000
史密斯,100000000
史書,723000
史沫特萊,8560
史泰博,2400000
史無前例,4980000
史特勞斯,127000
史特龍,45100
史瓦濟蘭,55400
史瓦辛格,53100000
史籀篇,791000
史籍,57800000
史臣,5590000
史萊姆,1500000
史蒂夫,100000000
史蒂夫·喬布斯,4330000
史蒂文,57700000
史蒂文斯,19100000
史蒂芬·哈珀,823000
史觀,400000
史記,45600000
史詩,3120000
史詩性,13000000
史詩般,7400000
史迪威,6910000
史高比耶,74
史黛西,3040000
右,100000000
右上,100000000
右下,100000000
右側,6840000
右傾,150000
右前衛,958000
右對齊,5390000
右方,100000000
右江,35300000
右派份子,17500000
右舵,8170000
右袒,1100000
右邊,5780000
右邊兒,67400
叵,97300000
叶,100000000
叶韻,194000
司令部,100000000
司售人員,9230000
司法權,30000000
司爐,35800
司祭,6620000
司空見慣,1120000
司藥,85900000
司馬光,13800000
司馬懿,22100000
司馬昭,6040000
司馬昭之心路人皆知,822000
司馬法,10900000
司馬遷,1640000
叼,100000000
吃,100000000
吃一塹，長一智,514000
吃不住,2680000
吃不來,100000000
吃不服,37200000
吃人,100000000
吃刀,91700000
吃吃,20500000
吃喝,100000000
吃喝拉撒睡,20000000
吃壞,17900000
吃大虧,61500
吃完,100000000
吃小竈,720000
吃後悔藥,704000
吃得開,52700000
吃掉,100000000
吃播,100000000
吃案,29200000
吃槍藥,41400
吃水,100000000
吃水不忘挖井人,10000000
吃水不忘掘井人,1700000
吃油,100000000
吃法,100000000
吃熊心豹子膽,155000
吃牢飯,269000
吃瓜群眾,4190000
吃白食,3040000
吃白飯,2140000
吃皇糧,441000
吃相,78400000
吃硬不吃軟,11700000
吃空額,1240000
吃空餉,1290000
吃穿,100000000
吃糧不管事,523000
吃素,100000000
吃緊,17000000
吃苦,100000000
吃苦耐勞,3860000
吃苦頭,2210000
吃著碗裡，看著鍋裡,18800000
吃著碗裡，瞧著鍋裡,272000
吃藥,1620000
吃虧,2930000
吃虧上當,2000000
吃螺絲,5700000
吃裡爬外,1300000
吃角子老虎,628000
吃請,17000
吃豆人,12500000
吃豆腐,47100000
吃豆豆,6140000
吃貨,2700000
吃軟不吃硬,9180000
吃軟飯,45600
吃醋,100000000
吃重,100000000
吃錯藥,1510000
吃閉門羹,722000
吃閒飯,62
吃雞,1980000
吃霸王餐,20700000
吃青春飯,808000
吃食,100000000
吃飯,12000000
吃飯皇帝大,143000
各地,100000000
各執一詞,2380000
各抒己見,8360000
各拉丹冬山,1050000
各方,100000000
各異,21400000
各種,94000000
各種各樣,29500000
各種顏色,11100000
各自,100000000
各色,100000000
各行各業,21900000
各類,24500000
吆五喝六,8050000
吆喊,4370000
合不來,168000
合作,100000000
合作農場,9800000
合力,100000000
合十,81100000
合取,6850000
合同各方,100000000
合唱團,26500000
合四乙尺工,20800000
合子,41600000
合川區,66800
合式,100000000
合影,100000000
合心,26300000
合意,100000000
合成代謝,6130000
合成器,66600000
合成數,3090000
合成橡膠,23700000
合成法,31500000
合成洗滌劑,1230000
合成物,81500000
合成石油,35100000
合成纖維,14700000
合成詞,4510000
合成語境,137000
合成語音,14400000
合成類固醇,381000
合扇,14500000
合手,100000000
合抱,37900000
合拍,100000000
合掌,40600000
合掌瓜,2690000
合擊,811000
合攏,200000
合數,115000
合於,77300000
合時,100000000
合時宜,12800000
合格,100000000
合格證,100000000
合水,40800000
合水縣,17000
合江縣,48700
合法,100000000
合法化,79800000
合法性,100000000
合流,80400000
合浦縣,58700
合演,100000000
合為,100000000
合照,100000000
合營,538000
合理,100000000
合理化,100000000
合理性,100000000
合璧,100000000
合縱連橫,678000
合義複詞,1400000
合葉,9330
合規,100000000
合該,60800000
合轍,53400
合陽,506000
合陽縣,14000
合集,100000000
合頁,203000
吉列,19000000
吉利,100000000
吉利區,18400
吉大港,2620000
吉安市,100000000
吉強鎮,98600
吉日,100000000
吉普斯夸,203000
吉林大學,63300000
吉水,96200000
吉水縣,68200
吉爾伯特,60100
吉爾伯特群島,24300
吉爾吉斯,293000
吉爾吉斯人,3130000
吉爾吉斯坦,706000
吉爾吉斯斯坦,4530000
吉爾吉斯族,618000
吉爾達,15200
吉特巴,13000000
吉田,87000000
吉百利,4260000
吉祥,100000000
吉祥物,100000000
吉米,93700000
吉縣,51900
吉莫,323000
吉蘭丹,25000
吉蘭丹州,51400
吉蘭丹河,75
吉貝,129000
吉迪恩,3190000
吉達,142000
吉里巴斯,21000000
吉野,36200000
吉野家,14000000
吉隆,43000000
吉隆坡,100000000
吉隆縣,13200
吉電子伏,43000
吉首,100000000
吉首市,96700000
吉魯巴,170000
吊,100000000
吊兒郎當,857000
吊具,74900000
吊卷,21700000
吊唁,42900000
吊嗓子,3040000
吊塔,16400000
吊墜,512000
吊墜縛,29
吊審,3290000
吊帶,1930000
吊帶背心,9210000
吊帶衫,5830000
吊床,48400000
吊掛,630000
吊樓,1530
吊橋,773000
吊死鬼,8440000
吊牌,100000000
吊球,14200000
吊瓶族,1260000
吊膀子,430000
吊蘭,147000
吊襠褲,469000
吊車,520000
吊鐘花,274000
吊鹽水,656000
吊點滴,905000
同一,100000000
同一個世界，同一個夢想,1260000
同上,100000000
同事,100000000
同仁縣,6670
同伙,100000000
同傳,164000
同儕,1110000
同儕團體,44700
同儕壓力,67800
同卵,15400000
同卵雙胞胎,1940000
同型性,100000000
同工,100000000
同性,100000000
同性愛,11700000
同性戀,34100000
同情,100000000
同意,100000000
同感,100000000
同態,34300
同房,100000000
同文館,499000
同日,100000000
同日而語,4660000
同時,100000000
同時代,17000000
同時期,28400000
同期,100000000
同案犯,8470000
同桌,100000000
同業,3190000
同業公會,895000
同業拆借,3240000
同構,119000
同樂,1690000
同樂會,5310000
同樣,30500000
同款,100000000
同步,100000000
同步加速器,21800000
同步口譯,366000
同步數位階層,213000
同歸於盡,4630000
同母異父,2340000
同比,100000000
同江,100000000
同江市,75200000
同治,100000000
同流合污,59500000
同源,100000000
同源詞,1480000
同溫層,81700
同濟,900000
同父異母,2350000
同犯,84800000
同班,100000000
同甘共苦,98400000
同病相憐,794000
同濟大學,24100000
同硯,14900
同班同學,13000000
同素異形體,493000
同義,4910000
同義反復,52600
同聲翻譯,2370000
同胞兄妹,4370000
同花,14100000
同道,100000000
同道者,6690000
同鄉,996000
同鄉親故,40
同配生殖,8740000
同量,100000000
同音,100000000
同音字,94200000
同道中人,39300000
同音詞,4420000
同韻詞,15100000
同類,3660000
同類相吸,40400
同類相食,589000
同餘,37300
同餘式,565000
同餘類,2790
同黨,32200000
同齡,887000
同齡人,8360000
名,100000000
同量異位素,19900
名下,100000000
名不副實,3890000
名不正言不順,2090000
名不符實,2810000
名不虛傳,6680000
名不見經傳,761000
名人,100000000
名人錄,6440000
名伶,23800000
名位,100000000
名作,100000000
名優,100000000
名兒,85000000
名冊,958000
名分,78200000
名列,100000000
名列前茅,100000000
名利,100000000
名利場,97900
名利雙收,1970000
名刺,7590000
名副其實,6490000
名勝,2060000
名勝古跡,4880000
名古屋,95400000
名句,100000000
名叫,100000000
名單,16900000
名嘴,64900000
名噪一時,6950000
名垂青史,25500000
名城,100000000
名堂,100000000
名士,100000000
名妓,33800000
名媛,100000000
名字,100000000
名存實亡,1410000
名學,100000000
名家,100000000
名實,100000000
名將,1520000
名山,100000000
名山大川,43100000
名山縣,15000
名帖,14800000
名師,2210000
名師出高徒,1740000
名從主人,1190000
名手,21000000
名揚四海,781000
名數,94400000
名曲,100000000
名望,93800000
名校,100000000
名模,71400000
名次,100000000
名正言順,1380000
名氣,2160000
名流,100000000
名源,34600000
名源動詞,300000
名滿天下,1710000
名為,100000000
名爵,100000000
名片,100000000
名牌,100000000
名狀,16600000
名產,89300000
名畫,960000
名畫家,16900000
名目,100000000
名目繁多,33200000
名相,44200000
名稱,60700000
名稱標籤,12000000
名稱權,1880000
名節,44200000
名篇,100000000
名籍,69400000
名籤,100000000
名義,5810000
名義上,17500000
名義價值,1090000
名義賬戶,81700
名聞,14100000
名聲,3580000
名臣,84400000
名花有主,14300000
名菜,100000000
名落孫山,566000
名著,100000000
名譽學位,183000
名酒,100000000
名量詞,1540000
名銜,128000
名錄,3020000
名錄服務,6650000
名錶,417000
名門,2370000
名門望族,959000
名間,59000000
名間鄉,98100
名韁利鎖,237000
名額,2890000
名馳遐邇,53
后,100000000
后妃,56800000
后座,100000000
后羿,100000000
后里,100000000
后里鄉,2160000
后髮座,333000
吏,100000000
吏治,43200000
吏胥,2020000
吏部,98100000
吐,100000000
吐便當,487000
吐口,100000000
吐司,100000000
吐嘈,4770000
吐字,60900000
吐實,9020000
吐故納新,352000
吐根,5440000
吐棄,2820000
吐槽,100000000
吐氣,655000
吐沫,24800000
吐火羅人,201000
吐瓦魯,52800000
吐痰,100000000
吐穗,2100000
吐絮,4530000
吐絲,173000
吐絲自縛,6830
吐綬雞,31500
吐舌頭,5270000
吐艷,50700
吐苦水,17700000
吐蕃,60200000
吐蕃王朝,4380000
吐訴,1120000
吐谷渾,388000
吐露,100000000
吐魯番,533000
吐魯番地區,41100
吐魯番市,23800
吐魯番盆地,1050000
向,100000000
向上,100000000
向下,100000000
向何處,4830000
向來,4040000
向例,1600000
向前,100000000
向前翻騰,130000
向北,100000000
向北地,13200000
向南,100000000
向右拐,33300000
向壁虛構,13500
向壁虛造,64900
向外,100000000
向家壩,15300
向左拐,3400000
向巴平措,1230000
向後,100000000
向後翻騰,74400
向日葵,100000000
向盤,100000000
向陽區,14500
吒,100000000
吖,100000000
君,100000000
君主制,26900000
君位,69600000
君子之交淡如水,8570000
君子遠庖廚,125000
君臣,100000000
君長,8860000
吜,1290000
吞併,311000
吞吃,48700000
吞噬,100000000
吞噬作用,73300000
吞嚥困難,2650000
吟,100000000
吟哦,14700000
吟唱,100000000
吞雲吐霧,1200000
吟詩,45900000
吟誦,292000
吞食,100000000
吟風弄月,133000
吠,100000000
吠叫,21000000
吠陀,12800000
吡,100000000
吡叻,249000
吡咯,45900000
吡唑,18500000
吟詠,883000
吡啶,92700000
吡喃,17400000
吡嗪,22900000
吡拉西坦,4500000
吥,38200000
否,100000000
吟遊,8080000
否則,20700000
否定,100000000
否定句,84900000
否有效,100000000
否決權,1570000
否決票,3190000
否認,4270000
吧,100000000
吧主,100000000
吧務,33700000
吧唧,94400000
吧唧吧唧,14900000
吧啦吧啦,22900000
吧嗒,29500000
吧女,100000000
吧托,75300000
吧托女,21600000
否極泰來,1220000
否決,795000
吩,100000000
吩咐,100000000
吩嗪,1090000
吪,1820000
含,100000000
含冤,37000000
吧台,100000000
含含糊糊,3910000
含味雋永,66500
含商咀徵,368000
含垢忍辱,3340000
含宮咀徵,6790
含山,38300000
含山縣,41300
含忍恥辱,16100
含情脈脈,1060000
含意,100000000
含有,100000000
含氣,19600000
含水,100000000
含沙射影,19900000
含沙量,28500000
含油,100000000
含油岩,1450000
含淚,801000
含混,50300000
含燐,16600000
含片,59700000
含碳,100000000
含磷,46600000
含稅,38000000
含笑,100000000
含糊,100000000
含糊不清,16200000
含糊其詞,3760000
含羞草,92700000
含義,8360000
含胡,99400000
含苞,100000000
含苞待放,63200000
含英咀華,409000
含蓄,100000000
含蘊,41200
含血噴人,212000
含辛茹苦,70700000
含量,100000000
含金,100000000
含鈣,21000000
含飴弄孫,286000
听,100000000
吭,100000000
吭吭,3410000
吭哧,21900000
吭氣,22300
吭聲,160000
吮,100000000
吮吸,100000000
吰,1320000
吱,100000000
吱吱嘎嘎,2450000
吱吱聲,10200000
吱嘎,16800000
吱嘎聲,2400000
吱聲,4940000
吲,81600000
吲哚,62400000
吲唑,1510000
吳,43000000
吳三桂,169000
吳下阿蒙,603000
吳中,1660000
吳中區,294000
吳仁寶,15500
吳任臣,223000
吳作棟,11900
吳儀,33200
吳儂嬌語,27100
吳儂軟語,264000
吳哥城,948000
吳哥窟,3050000
吳嘉經,15
吳國,692000
吳堡,49300
吳堡縣,27700
吳天明,8770
吳子,614000
吳孟超,9900
吳官正,13500
吳尊,252000
吳川,154000
吳川市,34300
吳市吹簫,230000
吳廣,107000
吳建豪,383000
吳忠,366000
吳忠市,85800
吳承恩,111000
吳敬梓,68200
吳旗,6380
吳旗縣,1690
吳晗,41200
吳楚,695000
吳橋,116000
